country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Kyrgyzstan,75,208375,11891351,233,15522,1152514,-1136994,116926.0,39771.0,6731.0,24378.0,8606.0,8259.0,14195.0,10496.0,21460.0,59902.0,20728.0,8374.0,1924.0,341.0,0.0,1661.0,8905.0,807.0,1621.0,1124.0,1837.0,2185.0,2834.0,9454.0
Laos,30,19118849,2065872311,529,115271749,42211492,73060258,20305056.0,30513395.0,47425154.0,35261273.0,38653219.0,67617849.0,73870288.0,44418670.0,80214176.0,93521345.0,72408880.0,80126090.0,109515508.0,126268709.0,152394589.0,211360088.0,182074754.0,152541906.0,188105479.0,188131421.0,167574984.0,171505628.0,241625053.0,191088467.0
Laos,50,18115314,1999662608,540,110931954,38653093,72278860,19451513.0,29187957.0,46289006.0,34285432.0,38168886.0,66006955.0,72542668.0,43475122.0,78516963.0,92102959.0,70453351.0,77417967.0,104856817.0,120240740.0,146120046.0,202285974.0,173356867.0,145247878.0,178625873.0,180489072.0,160824485.0,164770308.0,233039411.0,184610644.0
Laos,75,14490377,1693353045,601,88164323,27793950,60370373,16410548.0,23909017.0,38791048.0,28582456.0,33760283.0,56029063.0,63334983.0,37755893.0,67783651.0,82295306.0,61019971.0,64835038.0,82273119.0,91334888.0,113950011.0,155250572.0,130667672.0,109174755.0,132944682.0,140062075.0,124951711.0,127569764.0,185935210.0,147322029.0
Latvia,30,3553508,157785635,201,13420646,22846233,-9425586,6240980.0,7466876.0,5732124.0,8147511.0,11195571.0,11011255.0,10494619.0,8674000.0,10782736.0,15293789.0,14541583.0,11167960.0,9097616.0,10610873.0,10322049.0,15165476.0,16206423.0,16674912.0,20568948.0,18508131.0,18356210.0,21973609.0,21202347.0,22659911.0
Latvia,50,3321043,154683339,226,13306249,21422415,-8116167,6192605.0,7433055.0,5716092.0,8113141.0,11134023.0,10945107.0,10452860.0,8641881.0,10738444.0,15230573.0,14494460.0,11128345.0,9024919.0,10506221.0,10225945.0,14990653.0,16001855.0,16394710.0,20328579.0,18271637.0,18202445.0,21749928.0,20989555.0,22442930.0
Latvia,75,2612534,133611419,260,12248657,16870589,-4621933,5873927.0,6987975.0,5467010.0,7730108.0,10595734.0,10345327.0,9979778.0,8267196.0,10251784.0,14559867.0,13960280.0,10730479.0,8240781.0,9542588.0,9297644.0,13466902.0,14311281.0,14657850.0,18180729.0,16244386.0,16485189.0,19668060.0,18883448.0,20239453.0
Lebanon,30,65235,3055462,183,82716,265701,-182985,79312.0,22144.0,19436.0,27058.0,79183.0,39374.0,62758.0,104847.0,103000.0,34534.0,44598.0,52638.0,46194.0,47416.0,56788.0,84805.0,91017.0,82020.0,122909.0,149400.0,154280.0,158614.0,152668.0,170194.0
Lebanon,50,44021,2244502,203,62546,185419,-122873,71122.0,16370.0,15776.0,21122.0,65862.0,31324.0,51520.0,90494.0,90329.0,28371.0,35898.0,41253.0,31923.0,36414.0,43952.0,59975.0,62745.0,58663.0,90116.0,112034.0,111785.0,110873.0,103713.0,119442.0
Lebanon,75,19096,1076823,229,31989,89056,-57066,48856.0,8838.0,8481.0,10706.0,37099.0,17087.0,29615.0,58289.0,58206.0,14536.0,21769.0,24937.0,12790.0,16081.0,21008.0,26655.0,25991.0,24479.0,40622.0,48931.0,57593.0,51666.0,48299.0,55217.0
Liberia,30,9384718,784333860,442,61801668,53091354,8710312,14076279.0,28488382.0,10892111.0,3171021.0,5630673.0,18349210.0,23111126.0,18926272.0,39438238.0,11042049.0,18468224.0,39280553.0,86071028.0,91766577.0,106393058.0,98666282.0,120732462.0,122247109.0,105663840.0,137617574.0,80606322.0,97119371.0,98400460.0,107081802.0
Liberia,50,9055172,767345513,460,59278335,49976169,9302167,13906930.0,28174028.0,10702034.0,3131817.0,5518234.0,17914534.0,22639155.0,18509090.0,38826850.0,10858261.0,18113140.0,38353329.0,82341327.0,87416316.0,102607752.0,94247412.0,115185868.0,116514439.0,100649557.0,130982809.0,77483721.0,92448454.0,94209509.0,101945488.0
Liberia,75,3611673,348136887,547,11835362,13028953,-1193591,8543227.0,15788299.0,5272351.0,1463191.0,2246658.0,7439210.0,9496885.0,6942137.0,16544149.0,5569049.0,6848850.0,11331600.0,11906934.0,13078629.0,16905276.0,12892493.0,16539791.0,15386730.0,14184712.0,16842271.0,14058407.0,16574700.0,17912622.0,20280510.0
Lithuania,30,2336225,111337236,177,6379051,15448578,-9069526,2081091.0,2729952.0,2419035.0,3646272.0,5741339.0,5099311.0,4868026.0,4693189.0,4517292.0,6960272.0,7427673.0,5913356.0,4716199.0,5466680.0,5533779.0,8932877.0,9257947.0,7284186.0,9080627.0,8719238.0,8935933.0,9626627.0,10148533.0,9297810.0
Lithuania,50,2178844,108977133,195,6304566,14516149,-8211582,2066221.0,2711698.0,2407754.0,3614503.0,5709540.0,5059939.0,4835539.0,4656898.0,4498591.0,6928800.0,7391698.0,5886043.0,4657511.0,5378326.0,5461754.0,8751238.0,9062720.0,7172710.0,8932549.0,8577711.0,8825817.0,9518664.0,10027586.0,9175771.0
Lithuania,75,1648221,89772811,225,5580454,11079443,-5498989,1922640.0,2464909.0,2242817.0,3341778.0,5226501.0,4702988.0,4466035.0,4309599.0,4216889.0,6481318.0,6898473.0,5525383.0,4070406.0,4639874.0,4772942.0,7376343.0,7588494.0,6101140.0,7670790.0,7304095.0,7664018.0,8334476.0,8621154.0,7987824.0
Luxembourg,30,101328,9809042,97,271074,771389,-500315,30912.0,44686.0,49693.0,152789.0,33891.0,186467.0,264447.0,525042.0,118009.0,493504.0,256212.0,255850.0,198658.0,256442.0,196253.0,310577.0,244179.0,278008.0,312916.0,415268.0,686833.0,206176.0,596457.0,392499.0
Luxembourg,50,96725,9621113,99,268756,739884,-471128,30233.0,44220.0,49379.0,151556.0,33464.0,184522.0,262696.0,522350.0,117028.0,491780.0,255409.0,255141.0,197437.0,254457.0,194761.0,306649.0,239060.0,274090.0,309019.0,410646.0,682355.0,203406.0,592064.0,388409.0
Luxembourg,75,81753,8564379,105,250030,634260,-384230,24264.0,39635.0,43691.0,135214.0,29354.0,165977.0,246868.0,479393.0,109517.0,465902.0,244472.0,247457.0,186664.0,238860.0,182341.0,283238.0,213719.0,247593.0,282239.0,378098.0,647970.0,186671.0,556110.0,365484.0
Madagascar,30,17141084,1398884576,428,110073821,70744085,39329735,46537171.0,46864156.0,41714418.0,43262161.0,46142005.0,29957622.0,94330841.0,58941755.0,68459706.0,51081691.0,84882411.0,63268487.0,158721233.0,202775894.0,156797436.0,205730401.0,263131961.0,190826035.0,126073031.0,128027746.0,121091730.0,134198020.0,159169608.0,119786171.0
Madagascar,50,12241380,1135592691,499,96131708,52355935,43775770,43988198.0,43722880.0,37064411.0,40226881.0,41536280.0,24491663.0,85249311.0,52835328.0,63112452.0,46370783.0,79949338.0,57751740.0,142492196.0,175395579.0,137133935.0,180624487.0,222360957.0,165517840.0,107100407.0,110553552.0,100114116.0,112380740.0,136483849.0,100704031.0
Madagascar,75,5863681,627644645,604,47811075,22231040,25580035,30558550.0,30255308.0,21987718.0,26653777.0,25345632.0,12456313.0,53863840.0,29759226.0,41604825.0,26194683.0,55885336.0,33016149.0,69306209.0,81272638.0,58963381.0,77196852.0,95791184.0,81348888.0,48414041.0,51723574.0,40360439.0,45027377.0,64620237.0,45859609.0
Malawi,30,1521029,93842120,386,4731227,5207672,-476444,987278.0,1732578.0,2876275.0,2228883.0,3407706.0,2401126.0,3119258.0,4006806.0,1572100.0,1574266.0,3750413.0,5891544.0,4546900.0,8545840.0,4845198.0,5823048.0,6499458.0,6459129.0,5247945.0,6867151.0,7023755.0,6557537.0,10405554.0,7179722.0
Malawi,50,313336,26913680,516,2344954,1581154,763800,654625.0,1243712.0,1649008.0,1368565.0,1859673.0,1546476.0,1896479.0,2409031.0,855048.0,900662.0,2301891.0,3764315.0,2086234.0,4297594.0,2499052.0,2740276.0,2593966.0,2448574.0,2322997.0,2949384.0,2803551.0,3063978.0,4996267.0,3027522.0
Malawi,75,16334,1776894,656,348279,358919,-10638,136560.0,231574.0,251977.0,171333.0,266900.0,296954.0,287433.0,427107.0,134189.0,179276.0,383267.0,454305.0,243562.0,414914.0,360826.0,297946.0,332633.0,348793.0,416690.0,317873.0,453355.0,562704.0,880731.0,507775.0
Malaysia,30,29444768,3677978014,640,229516808,104137106,125379701,134301303.0,146138914.0,109331191.0,201909648.0,229055659.0,210168279.0,272669094.0,249523251.0,454938197.0,269788109.0,309732224.0,420433503.0,196802651.0,381476839.0,259971042.0,318033536.0,255983919.0,223530772.0,197318258.0,130144265.0,134722963.0,120851390.0,146319689.0,135258682.0
Malaysia,50,28990729,3652097052,648,228102706,101524130,126578575,133495229.0,145380734.0,108848164.0,201046549.0,228212786.0,209653320.0,272109255.0,249113956.0,454260289.0,269421976.0,309328236.0,419453024.0,195708186.0,378532544.0,257923394.0,314719413.0,253580911.0,221296567.0,195016427.0,128368733.0,133011979.0,119401142.0,144019166.0,132562974.0
Malaysia,75,27260509,3529443593,662,219769518,92416519,127353000,128210792.0,139469616.0,104796126.0,194379812.0,221310719.0,204909947.0,266625011.0,245076884.0,447216305.0,265604215.0,305981340.0,413009704.0,188837194.0,362220629.0,246284928.0,296658230.0,241007733.0,209708854.0,183065222.0,119610506.0,123818895.0,112055960.0,133251621.0,121358208.0
Mali,30,25098,1417822,163,105515,902062,-796547,171865.0,70820.0,12814.0,60041.0,30040.0,36461.0,43609.0,38007.0,52593.0,19558.0,55777.0,28560.0,141938.0,98251.0,74073.0,73938.0,122185.0,101061.0,69142.0,57474.0,166941.0,241144.0,392434.0,373640.0
Mali,50,390,29018,217,52832,856745,-803913,113283.0,35703.0,5393.0,23724.0,8629.0,6881.0,9891.0,11182.0,10546.0,6159.0,10988.0,5802.0,19415.0,16416.0,12133.0,11984.0,21459.0,9707.0,4040.0,11614.0,126469.0,192183.0,294254.0,300155.0
Mali,75,47,4543,295,47197,856641,-809444,56257.0,13844.0,1132.0,10866.0,4736.0,4960.0,4193.0,3845.0,3435.0,1781.0,3925.0,4234.0,19228.0,16416.0,12105.0,11984.0,21459.0,9707.0,4040.0,11614.0,126469.0,192107.0,294228.0,300155.0
Malta,30,117,5597,48,129,280,-151,303.0,411.0,0.0,654.0,77.0,162.0,224.0,208.0,404.0,142.0,331.0,72.0,75.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,50,85,4350,51,109,209,-99,289.0,359.0,0.0,544.0,71.0,133.0,224.0,127.0,324.0,71.0,331.0,45.0,75.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,75,46,2492,54,88,123,-36,217.0,306.0,0.0,496.0,25.0,70.0,140.0,110.0,275.0,71.0,263.0,37.0,75.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,30,74649,7011230,279,63328,304944,-241616,95613.0,24792.0,150494.0,85949.0,101707.0,44232.0,81168.0,140687.0,104161.0,40558.0,80990.0,160302.0,61824.0,66129.0,14489.0,12012.0,52696.0,24600.0,28380.0,33447.0,21617.0,16269.0,49934.0,27816.0
Martinique,50,70992,6819060,285,61465,288664,-227199,94312.0,24513.0,149097.0,84374.0,99776.0,43359.0,80244.0,138334.0,102826.0,39934.0,79951.0,156938.0,57731.0,61819.0,13314.0,11095.0,49526.0,23310.0,27001.0,32191.0,20078.0,15186.0,44783.0,25484.0
Martinique,75,62863,6290730,297,53582,253653,-200070,89416.0,22499.0,142533.0,79227.0,90607.0,39469.0,75613.0,126127.0,94822.0,37646.0,74082.0,144506.0,40713.0,45669.0,8815.0,8261.0,30473.0,17444.0,20353.0,26887.0,14562.0,11729.0,27380.0,17154.0
Mauritania,30,33,1703,51,783,1438,-654,8688.0,0.0,194.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,93.0,0.0,0.0,0.0,0.0,290.0,96.0,464.0,2006.0,2250.0,2992.0,1694.0
Mauritania,50,16,982,61,620,1437,-817,4795.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,93.0,0.0,0.0,0.0,0.0,290.0,96.0,464.0,2006.0,2250.0,2992.0,1694.0
Mauritania,75,0,15,102,413,1437,-1024,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,93.0,0.0,0.0,0.0,0.0,290.0,96.0,464.0,2006.0,2250.0,2992.0,1694.0
Micronesia,30,6171,749354,243,2219,54941,-52723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,50,6017,739385,246,2197,54101,-51904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,75,5613,707098,252,2129,52009,-49879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,30,4090459,160257771,164,3618733,14228711,-10609978,4749499.0,4845316.0,13028934.0,16693400.0,1220204.0,4110422.0,6807901.0,8119486.0,10528079.0,1488184.0,1025643.0,5640002.0,125773.0,122455.0,950414.0,679621.0,3598131.0,1392699.0,892380.0,173176.0,41915.0,25832.0,144705.0,445400.0
Mongolia,50,1863039,85634444,185,2099487,6174166,-4074681,3796690.0,2761870.0,4414438.0,8510400.0,801024.0,2376275.0,5624087.0,4913367.0,8073479.0,972774.0,580461.0,2856887.0,52536.0,69346.0,809649.0,468193.0,1462105.0,1069807.0,231894.0,97590.0,23088.0,14659.0,99454.0,307591.0
Mongolia,75,308043,18007521,224,792581,954915,-162334,2437764.0,1059610.0,900127.0,2064550.0,305810.0,697825.0,2906272.0,1882401.0,3936065.0,346364.0,175665.0,1079908.0,11829.0,15752.0,531665.0,193362.0,150426.0,128767.0,31523.0,15291.0,1963.0,2823.0,31682.0,114501.0
Morocco,30,648566,35905272,317,664914,2307456,-1642541,491698.0,1064485.0,540335.0,326687.0,342778.0,545240.0,699459.0,944644.0,322807.0,279926.0,1006474.0,428219.0,260718.0,512867.0,329243.0,615330.0,683497.0,721349.0,371843.0,801900.0,626316.0,2344894.0,1182083.0,515146.0
Morocco,50,436047,25412660,334,534187,1552877,-1018691,387578.0,862145.0,396064.0,224454.0,235556.0,413338.0,584345.0,767341.0,256006.0,228913.0,845014.0,347178.0,197818.0,419420.0,249421.0,465020.0,525388.0,579293.0,288026.0,660410.0,524958.0,2031575.0,944050.0,387176.0
Morocco,75,210941,13219587,364,333477,826087,-492609,223656.0,479505.0,212215.0,108031.0,115938.0,218747.0,365926.0,475616.0,136634.0,149065.0,565022.0,211465.0,123936.0,269548.0,144753.0,266594.0,305732.0,382022.0,159524.0,387403.0,377881.0,1442314.0,633974.0,247971.0
Mozambique,30,28920531,1722601467,292,69961023,88116561,-18155538,20783026.0,35123396.0,27089398.0,34915028.0,51656988.0,60738628.0,46880043.0,69693581.0,74705776.0,69667139.0,50854975.0,51031524.0,57685721.0,73260430.0,66896489.0,92796023.0,132615755.0,63516074.0,88987861.0,87019896.0,107718212.0,94351957.0,104137896.0,116938729.0
Mozambique,50,10494126,773199010,388,39900180,37822803,2077375,12883505.0,20099705.0,15441919.0,17792335.0,27748072.0,35331794.0,25913520.0,39152907.0,43027928.0,40269746.0,30526845.0,29846827.0,34165096.0,45692747.0,40794949.0,57733326.0,76170148.0,34697124.0,48788615.0,47659446.0,61864697.0,54301598.0,56480317.0,61221135.0
Mozambique,75,341595,30547261,522,3344724,11458579,-8113855,2015026.0,1963287.0,1167106.0,1156072.0,1837617.0,2398908.0,2103958.0,3432600.0,3394977.0,3359021.0,2849333.0,2593981.0,2625990.0,2591622.0,2550986.0,3755001.0,6729285.0,1982417.0,2878202.0,2440447.0,5927812.0,6599522.0,6735074.0,7185145.0
Myanmar,30,42863360,4904120586,637,121852699,122198512,-345814,25293842.0,36739983.0,43268855.0,57156275.0,52392896.0,69689194.0,82284241.0,67000570.0,122125856.0,96950863.0,77913760.0,128894643.0,142907838.0,185304912.0,164035699.0,205624010.0,193263008.0,155852360.0,172006637.0,173605904.0,174593721.0,151502217.0,181229694.0,164827785.0
Myanmar,50,39793687,4691967994,656,115333848,111793814,3540032,24453219.0,35356065.0,41690467.0,54871407.0,50741333.0,66089086.0,79106545.0,64274409.0,117766724.0,93772654.0,75056222.0,122410922.0,134578579.0,173620042.0,154691303.0,193823467.0,181384947.0,146373964.0,160981276.0,163098675.0,164852606.0,142920488.0,170162074.0,155935841.0
Myanmar,75,27445682,3511039403,713,79212785,71175159,8037626,19236484.0,26870108.0,31637532.0,41824529.0,40785659.0,46631616.0,59383820.0,48037732.0,88531140.0,72542893.0,57092360.0,87008057.0,87178339.0,110255605.0,102431157.0,130688667.0,118663476.0,94798567.0,102728701.0,107062196.0,109927209.0,95842640.0,114729688.0,107218668.0
México,30,53168926,2938580663,319,89090450,215573045,-126482596,55114705.0,55464463.0,52378027.0,59901695.0,74854948.0,60451232.0,83814776.0,69105608.0,103039945.0,66209363.0,72132830.0,70418743.0,88672504.0,73627784.0,84015941.0,122182587.0,133184826.0,119791170.0,148745104.0,131413311.0,85418724.0,90630775.0,105086403.0,132515297.0
México,50,42118174,2562515211,348,84219670,174084165,-89864496,52748841.0,53084939.0,50101722.0,56889718.0,70643754.0,57376266.0,79130369.0,65531536.0,98370617.0,62726222.0,68517008.0,67017654.0,84087047.0,69497098.0,79763454.0,114878122.0,125872445.0,111168435.0,140349509.0,125057096.0,80167836.0,85812341.0,97510687.0,124969351.0
México,75,29489720,1995547369,377,70263251,123532771,-53269521,45847787.0,46644030.0,42783460.0,48112084.0,58651454.0,48552000.0,65496830.0,55641905.0,83816066.0,53891652.0,58613004.0,57430971.0,69777829.0,56746764.0,66591660.0,93323423.0,103316722.0,87939561.0,114753013.0,105059025.0,65635544.0,72248822.0,79292357.0,106152028.0
Namibia,30,4245,155601,171,12563,50807,-38244,97080.0,24974.0,56635.0,16817.0,12487.0,3947.0,15218.0,7066.0,18474.0,6518.0,14034.0,5375.0,667.0,1365.0,1633.0,356.0,1022.0,2281.0,359.0,346.0,3369.0,4826.0,3523.0,3141.0
Namibia,50,601,38694,287,6048,40107,-34058,57162.0,14105.0,37995.0,10406.0,1774.0,1271.0,2935.0,597.0,1618.0,950.0,2684.0,768.0,89.0,175.0,99.0,0.0,449.0,23.0,0.0,0.0,2062.0,4493.0,2607.0,2888.0
Namibia,75,54,5685,309,1664,39193,-37529,13876.0,4228.0,5622.0,1585.0,98.0,199.0,474.0,16.0,389.0,183.0,757.0,0.0,43.0,59.0,80.0,0.0,449.0,23.0,0.0,0.0,1940.0,4430.0,2607.0,2865.0
Nepal,30,5161038,641539531,626,1386216,11729200,-10342982,919666.0,1256764.0,1354552.0,1343375.0,1629269.0,1873857.0,2011282.0,1752619.0,2941703.0,1336415.0,1658730.0,3004684.0,451580.0,647229.0,306032.0,513329.0,1301776.0,940722.0,1202605.0,1244149.0,1590214.0,1208422.0,1311116.0,1469121.0
Nepal,50,4308183,561685825,657,1202216,9427440,-8225225,825273.0,1119036.0,1184107.0,1082357.0,1423059.0,1604521.0,1707894.0,1488456.0,2501818.0,1072671.0,1490866.0,2667303.0,385298.0,541916.0,277058.0,449017.0,1152854.0,829745.0,1060278.0,1093717.0,1422927.0,1070776.0,1136304.0,1265917.0
Nepal,75,2131920,305025743,717,746600,4100392,-3353791,596020.0,830494.0,812235.0,621382.0,1026251.0,994000.0,1165963.0,965519.0,1683886.0,658318.0,1098661.0,1933797.0,196553.0,263917.0,154427.0,238071.0,612361.0,399127.0,524450.0,558617.0,768794.0,583252.0,585129.0,647184.0
Netherlands,30,593054,37728451,301,621191,4502987,-3881798,267447.0,291103.0,118146.0,457831.0,552828.0,575430.0,672348.0,478749.0,650955.0,1410546.0,496206.0,426148.0,227049.0,388900.0,415294.0,657423.0,612879.0,592598.0,1189562.0,937147.0,1270255.0,619768.0,825534.0,774412.0
Netherlands,50,473968,33958510,346,599591,3685125,-3085532,261471.0,279734.0,115057.0,441668.0,537263.0,561784.0,663309.0,467189.0,637177.0,1376972.0,487334.0,420517.0,220752.0,372934.0,403723.0,631083.0,579947.0,556025.0,1131386.0,893276.0,1234000.0,595968.0,785740.0,735910.0
Netherlands,75,285065,23341262,400,476692,2358642,-1881948,227205.0,231183.0,95902.0,340625.0,427103.0,464662.0,574356.0,389203.0,527361.0,1122635.0,417191.0,376908.0,172569.0,282501.0,310600.0,474118.0,427619.0,412660.0,851004.0,684554.0,1014768.0,468499.0,610952.0,536445.0
New Caledonia,30,1440327,118446282,365,457663,9433340,-8975676,269615.0,226236.0,312409.0,509896.0,501671.0,633792.0,364697.0,229113.0,419901.0,227464.0,318869.0,379958.0,888122.0,785839.0,198370.0,445726.0,455165.0,987113.0,284710.0,1340972.0,258563.0,145153.0,209059.0,591522.0
New Caledonia,50,1051338,94385013,399,312926,7026158,-6713233,224117.0,166755.0,255052.0,406999.0,437528.0,530793.0,303940.0,206671.0,346892.0,189516.0,267630.0,307836.0,446886.0,390881.0,107022.0,255377.0,308334.0,601061.0,171565.0,943072.0,187341.0,95365.0,101438.0,258168.0
New Caledonia,75,725319,72127677,447,168551,5026911,-4858361,157505.0,100217.0,178077.0,258251.0,293893.0,329468.0,195946.0,146539.0,208892.0,125414.0,193735.0,233377.0,162944.0,132786.0,45154.0,105506.0,155418.0,260421.0,79304.0,444748.0,104603.0,37272.0,36244.0,59517.0
New Zealand,30,11255805,935544880,493,39261223,60416835,-21155612,21180797.0,28229305.0,20380844.0,29075234.0,25585066.0,31444864.0,32463959.0,33418476.0,33833913.0,32341806.0,35628871.0,41634018.0,46779188.0,48463330.0,41712572.0,51970830.0,51531679.0,56251888.0,52222953.0,45414453.0,53035810.0,47260173.0,45170265.0,37239056.0
New Zealand,50,10796264,906862178,498,38796984,58136811,-19339826,21138910.0,28181582.0,20336975.0,29012006.0,25507835.0,31380160.0,32391139.0,33360770.0,33793168.0,32294446.0,35578502.0,41488866.0,46274846.0,47920949.0,41367212.0,51376440.0,50802361.0,55387869.0,51391573.0,44474457.0,52024526.0,46114701.0,43633656.0,35894706.0
New Zealand,75,9368330,815604201,517,37288952,51184576,-13895622,20863841.0,27842810.0,20042042.0,28602493.0,25036053.0,30906281.0,31869436.0,32966969.0,33492768.0,32007407.0,35226002.0,40825020.0,44618701.0,46143855.0,39992723.0,48883024.0,48117641.0,52543849.0,48713552.0,41751215.0,48950779.0,42746667.0,40059448.0,32732304.0
Nicaragua,30,7773867,667230299,428,46150522,32055385,14095137,21190743.0,28277306.0,23538951.0,10567154.0,49709311.0,20808008.0,49309596.0,28725032.0,46031100.0,116482992.0,24705848.0,18453625.0,24738454.0,42259964.0,20044663.0,80780401.0,117528223.0,41439522.0,45165032.0,60111311.0,51700076.0,29057218.0,68205981.0,88782031.0
Nicaragua,50,7064509,637193896,454,45678657,28566823,17111834,20775347.0,27969081.0,23074947.0,10348850.0,48947177.0,20498614.0,48713575.0,28245006.0,45607561.0,114830143.0,24523934.0,18154941.0,24458247.0,41733525.0,19831122.0,79773310.0,117011013.0,41076932.0,44749146.0,59719179.0,51474302.0,28790867.0,67765686.0,88215262.0
Nicaragua,75,5826755,567707582,492,44084621,22533845,21550778,19375883.0,26650733.0,21512845.0,9620870.0,45970382.0,19517846.0,46745713.0,26665753.0,43875317.0,108792269.0,23790029.0,17263836.0,23615840.0,40200065.0,19237033.0,76622459.0,115235496.0,39908304.0,43518594.0,58288765.0,50798067.0,27985210.0,66348047.0,86491536.0
Niger,30,2,85,37,43,10545,-10502,26.0,125.0,35.0,15.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,206.0,146.0,397.0
Niger,50,0,22,48,34,10542,-10507,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,206.0,146.0,397.0
Niger,75,0,0,0,34,10540,-10506,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,206.0,146.0,397.0
Nigeria,30,10048743,641405284,385,33533522,83898009,-50364487,15242039.0,12102877.0,4759870.0,5539931.0,5194238.0,10225853.0,10101696.0,11774463.0,10934806.0,15222622.0,22934074.0,16683899.0,22565197.0,37271324.0,23163655.0,40953938.0,99251087.0,69733181.0,48616792.0,60291220.0,65091479.0,70495536.0,54693455.0,71961300.0
Nigeria,50,4725133,363104596,453,15285302,48655676,-33370377,9361089.0,8000982.0,2316700.0,3487788.0,2802079.0,5781023.0,4890410.0,6079658.0,5281937.0,9028399.0,12314233.0,8269712.0,9774767.0,16317886.0,9734002.0,18799250.0,37340289.0,27415041.0,19500998.0,25707986.0,31974566.0,33871460.0,27161788.0,31635185.0
Nigeria,75,315628,32167595,591,3800463,25418907,-21618442,3804957.0,2060092.0,480186.0,466413.0,442233.0,903051.0,716357.0,868781.0,648391.0,1131165.0,1719769.0,882628.0,1679854.0,3448474.0,2526606.0,3707016.0,8612890.0,4316727.0,1927861.0,3547203.0,12310275.0,12608818.0,9890318.0,12511070.0
North Korea,30,5195566,251514131,236,3517120,24518335,-21001215,2797474.0,1428956.0,2074776.0,2990444.0,4192616.0,3789025.0,3958681.0,5411613.0,3751912.0,5974756.0,1421069.0,5502188.0,1518695.0,3153732.0,2090802.0,3328727.0,2634251.0,2341777.0,6453298.0,4361991.0,4603275.0,3046250.0,3562767.0,4021820.0
