country,subnational1,threshold,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
India,Bihar,30,0,1,0,2,3,0,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,30,15,10,7,13,14,16,17,17,9,12,11,3,6,8,35,13,29,11,12,8,19,8,23
India,Goa,30,1,2,2,11,5,9,13,11,0,9,8,1,3,2,7,15,15,14,21,16,3,14,1
India,Jharkhand,30,0,0,1,0,2,1,4,4,2,1,2,0,0,1,5,5,3,1,7,0,1,5,5
India,Karnataka,30,252,228,235,549,158,505,220,352,193,210,330,241,192,111,210,212,296,204,226,250,192,392,228
India,Kerala,30,68,198,168,92,149,352,124,54,4,191,182,123,175,204,103,206,199,594,244,83,219,189,180
India,Maharashtra,30,4,1,9,38,7,46,23,27,18,74,85,18,48,19,106,69,80,71,35,33,21,24,15
India,Manipur,30,1471,1344,1491,1329,1233,1249,2041,1595,1385,1578,1862,2570,3118,3888,4881,3711,2646,2651,3046,3166,2423,2731,3261
India,Meghalaya,30,1121,769,2020,1438,1739,2161,2245,1319,1805,1426,1221,1693,2931,3574,4019,4684,2828,2665,2742,2663,3056,3243,2806
India,Mizoram,30,478,377,465,571,509,297,541,605,367,425,562,656,790,973,1728,2174,1031,888,959,1278,832,939,1067
India,Nagaland,30,1445,1004,1694,1547,1475,770,1375,1144,919,1144,1388,1409,2108,2192,2809,2550,1530,1072,1657,1566,1364,1777,1430
India,Odisha,30,446,1081,746,638,597,902,828,809,276,724,459,807,1177,584,1254,1502,1711,1394,1341,770,1300,1657,1305
India,Sikkim,30,1,1,10,4,2,14,25,18,11,61,19,5,3,3,5,6,13,23,23,12,46,54,60
India,Tamil Nadu,30,128,70,493,113,382,310,250,66,0,170,123,136,138,184,139,136,271,537,284,221,143,234,1090
India,Telangana,30,0,1,4,8,2,1,4,10,0,2,3,1,2,4,7,5,13,8,3,1,0,6,2
India,Tripura,30,3,1,1,1,8,8,0,2,2,1,1,5,3,0,7,31,1,8,5,13,3,9,12
India,Uttar Pradesh,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
India,Uttarakhand,30,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,6,0,1,0,7,0,0,2
India,West Bengal,30,33,6,16,33,32,137,93,48,53,12,42,19,61,16,30,43,6,13,14,36,75,12,18
Indonesia,Aceh,30,4121,7082,6874,9781,9114,9733,19006,32710,16757,20050,21163,15562,22487,13700,17124,15583,15576,10181,8734,8616,9079,10916,12986
Indonesia,Bali,30,40,46,20,31,63,47,27,43,24,23,40,4,22,13,45,17,133,63,67,47,53,17,12
Indonesia,Bangka Belitung,30,910,638,3169,2389,4098,2688,2758,7820,2230,3635,5837,3024,5976,5986,8877,2901,2049,2125,2354,2650,2153,2904,2863
Indonesia,Banten,30,38,16,73,30,14,13,14,27,26,6,29,5,13,3,97,17,9,474,57,15,19,3,17
Indonesia,Bengkulu,30,3016,3251,7456,3847,4537,5022,5016,5591,3423,7083,7764,3803,5086,5879,7137,7906,6354,4073,3539,3280,6207,4389,5394
Indonesia,Gorontalo,30,2773,1505,2539,2110,2099,1766,656,3087,473,1011,1969,4269,6288,6553,5445,2621,2939,2864,1329,639,799,2528,2666
Indonesia,Jambi,30,10827,8128,30965,28425,36283,34949,38114,41450,13223,19651,62431,31367,29506,21687,66592,18780,12760,13816,24082,10787,10977,9815,10123
Indonesia,Jawa Barat,30,119,206,118,55,95,114,98,65,91,43,68,87,192,63,322,138,32,45,128,38,45,27,59
Indonesia,Jawa Tengah,30,17,21,43,16,16,19,10,14,14,31,15,11,24,6,38,71,15,16,34,75,20,5,27
Indonesia,Jawa Timur,30,485,681,895,376,869,556,601,462,202,687,1337,156,587,161,474,158,185,438,980,149,110,188,227
Indonesia,Kalimantan Barat,30,21082,18110,36096,37185,50951,56483,71171,110678,63503,109851,133695,90847,113210,108536,81070,42875,32774,35670,31996,21125,30024,41215,30786
Indonesia,Kalimantan Selatan,30,2289,2286,5610,3129,5030,2885,1198,6110,2613,4821,6798,2710,4253,7477,11824,5175,4373,4121,2599,2112,1210,4100,2220
Indonesia,Kalimantan Tengah,30,37900,81471,61158,65150,74463,170329,89895,86839,75387,58196,97469,44113,78307,92206,292043,45770,44769,45283,47610,24856,31628,44072,42381
Indonesia,Kepulauan Riau,30,1261,695,2421,3294,3074,913,5587,2638,1829,3381,4600,2337,9348,2158,5691,3025,2000,3338,3431,1406,1047,1003,677
Indonesia,Lampung,30,1092,756,1400,968,1050,625,1418,1255,637,441,988,231,727,920,1716,945,525,657,534,257,447,116,198
Indonesia,Maluku Utara,30,13243,7881,7725,4324,10012,3451,3146,7395,3859,3229,4766,4013,10778,27541,19981,6218,6557,7411,4523,3574,4013,6090,4069
Indonesia,Maluku,30,6115,2137,3396,2453,6144,2158,1178,5565,2338,4033,5271,2413,5400,26656,17192,4204,5892,7790,2688,1995,2802,3976,2144
Indonesia,Nusa Tenggara Barat,30,568,380,1005,500,463,387,239,230,248,231,658,135,460,469,469,481,504,1269,1925,702,675,1050,980
Indonesia,Nusa Tenggara Timur,30,233,319,304,498,515,292,202,278,89,177,292,40,130,102,129,178,122,159,307,327,298,196,345
Indonesia,Papua Barat,30,9028,5714,9506,5065,7160,4837,5531,10935,8581,8703,9933,5860,12831,30881,18551,10774,14570,11702,10756,8722,9926,12265,9409
Indonesia,Papua,30,10622,7486,11606,8876,13687,14449,9967,13383,16029,17581,35677,30609,44331,50976,51360,33361,23009,22672,17762,16636,17182,12860,13637
Indonesia,Riau,30,63396,29285,148164,193702,108375,109488,104176,146644,219492,179329,225316,97324,175532,39108,50231,29948,23919,24424,18796,19572,23464,29068,27461
Indonesia,Sulawesi Barat,30,5324,3914,7634,5098,6148,2284,5178,4938,2985,4178,5052,3061,3982,4334,4081,3124,2990,2394,1968,3590,2883,4147,3858
Indonesia,Sulawesi Selatan,30,4059,2484,5442,2957,3759,2770,962,3893,1643,3011,4836,2689,7787,13983,16786,7769,4056,3421,3565,2426,2705,3398,2721
Indonesia,Sulawesi Tengah,30,18183,12574,21051,10608,16007,10435,8905,23520,10755,12058,20568,16215,20927,54504,46286,14747,15612,17218,10684,9461,10219,15570,13184
Indonesia,Sulawesi Tenggara,30,5282,6754,20750,7846,17011,5705,3827,11015,4124,7143,8523,5959,12064,17009,21069,11157,8245,14243,8339,5280,5792,8514,6021
Indonesia,Sulawesi Utara,30,3520,2032,3593,1891,2190,1924,646,2174,724,1005,731,673,2356,8126,4408,2194,2051,1616,1004,566,520,566,798
Indonesia,Sumatera Barat,30,7308,5435,12792,15769,15713,14835,17161,17919,10600,21443,21266,11953,14566,10993,16964,22252,16123,11748,7929,11014,13836,11981,10785
Indonesia,Sumatera Selatan,30,2234,1432,3287,4012,5595,12989,9315,14204,9024,11861,27990,8548,11717,15910,57413,5835,6382,5300,7236,3251,2397,2857,3802
Indonesia,Sumatera Utara,30,8344,10728,18000,23985,19576,13364,22655,41395,24314,36743,27710,16032,27973,13723,13619,15929,8410,7080,6278,7865,8273,9487,8094
Indonesia,Kalimantan Timur,30,13550,12585,19152,17270,26441,22109,14961,41585,23589,41959,65325,43098,63040,50695,64549,34892,49788,40460,21457,17405,17357,30106,26337
Indonesia,Kalimantan Utara,30,14748,12388,26893,16748,17811,18357,25770,39946,22132,32296,47402,25829,46881,36261,27061,24194,27148,21557,17350,14451,13827,18929,14515
Kenya,Baringo,30,121,138,293,314,162,44,103,195,132,182,80,39,14,185,44,174,102,134,135,5,33,88,78
Kenya,Bomet,30,46,87,106,78,99,257,104,51,38,25,48,188,6,195,12,280,114,123,57,1,2,6,41
Kenya,Bungoma,30,28,51,2,5,0,133,22,5,31,55,168,72,27,52,12,270,8,180,10,8,19,18,0
Kenya,Elgeyo-Marakwet,30,38,25,22,7,21,180,57,12,32,15,47,20,9,12,12,31,43,18,18,3,7,14,11
Kenya,Embu,30,0,2,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,1,3,0,0,0,1
Kenya,Homa Bay,30,0,0,0,5,0,1,0,3,2,0,1,0,2,15,0,0,8,2,23,2,0,2,0
Kenya,Kajiado,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Kakamega,30,1,1,0,0,2,0,2,18,4,0,0,0,0,2,22,22,22,7,2,9,1,0,4
Kenya,Kericho,30,65,9,17,9,72,25,49,29,23,42,58,77,42,340,34,252,42,481,102,5,12,112,19
Kenya,Kiambu,30,0,4,0,0,0,10,0,0,7,2,6,7,3,14,19,6,7,2,11,0,1,1,33
Kenya,Kilifi,30,0,0,6,1,6,3,1,4,10,1,8,5,53,1,4,4,14,53,60,0,1,4,0
Kenya,Kirinyaga,30,2,64,0,0,0,8,0,4,43,6,9,18,1,20,24,53,34,20,7,0,0,1,51
Kenya,Kitui,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Kenya,Kwale,30,0,1,8,3,12,17,25,10,39,3,7,8,28,4,2,9,20,2,3,3,2,16,10
Kenya,Laikipia,30,60,198,51,63,462,191,70,336,262,278,44,4,1,15,7,22,56,35,34,5,10,20,24
Kenya,Lamu,30,0,2,0,0,0,0,0,0,0,0,1,8,17,0,1,0,12,24,49,0,0,4,0
Kenya,Machakos,30,0,0,0,0,0,1,0,0,2,0,0,1,7,1,3,0,2,0,4,0,2,7,2
Kenya,Makueni,30,0,0,1,2,0,5,0,0,31,3,1,6,0,0,4,4,3,0,0,1,0,11,4
Kenya,Meru,30,8,8,0,5,0,14,2,9,7,5,5,20,14,18,31,21,21,7,21,0,6,6,27
Kenya,Migori,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Murang'a,30,0,4,0,0,0,4,0,1,7,0,6,4,3,1,4,4,6,1,7,0,0,0,1
Kenya,Nakuru,30,427,28,405,109,266,105,131,147,326,157,76,40,9,125,23,103,149,100,63,20,13,166,16
Kenya,Nandi,30,14,168,8,46,40,83,30,21,24,13,45,31,36,55,68,89,22,28,28,7,5,9,20
Kenya,Narok,30,2068,234,1929,984,2119,1761,908,526,5286,465,761,938,751,1748,1507,1460,1675,1322,2586,244,614,1192,1099
Kenya,Nyandarua,30,17,101,1,1,7,45,19,8,53,36,10,8,3,8,24,35,75,24,15,0,3,20,0
Kenya,Nyeri,30,10,97,3,3,0,33,4,5,76,12,27,34,20,40,86,55,87,65,160,1,0,15,63
Kenya,Samburu,30,1,2,0,0,1,3,0,1,0,0,0,0,0,0,0,3,0,0,7,0,0,4,0
Kenya,Taita Taveta,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kenya,Tana River,30,0,0,4,0,4,22,106,138,220,33,100,9,40,60,35,51,40,43,47,115,95,59,36
Kenya,Tharaka-Nithi,30,1,9,0,0,0,5,0,0,22,3,0,1,0,18,5,25,9,5,0,0,13,2,1
Kenya,Trans Nzoia,30,1,207,10,9,3,157,57,28,20,4,40,24,7,2,0,13,7,18,15,0,0,0,1
Kenya,Turkana,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Uasin Gishu,30,28,20,46,27,24,38,85,16,5,9,36,20,32,59,38,43,18,20,6,0,0,6,9
Kenya,Vihiga,30,0,3,0,1,2,0,0,0,4,2,2,0,49,28,9,1,2,1,0,0,0,0,0
Kenya,West Pokot,30,24,91,47,20,26,278,103,15,25,47,63,28,11,19,10,89,36,67,54,4,16,12,28
Laos,Attapu,30,649,730,1610,1116,1685,2129,2358,3911,2337,3106,3257,2637,2592,5611,7118,4877,4366,5463,7350,7440,10096,15124,10841
Laos,Bokeo,30,524,908,575,684,1605,1864,1350,2033,2527,1962,2586,3034,1770,4002,4624,3934,2715,4600,5077,4097,3891,5169,4191
Laos,Bolikhamxai,30,2311,3576,1676,3830,3943,10105,2466,8293,8937,9309,9545,5500,7705,7331,9066,5774,6767,8936,7676,9006,10435,22120,16262
Laos,Champasak,30,922,1368,1845,1627,2488,2051,2382,2292,2155,2808,1665,1391,1786,2602,5722,4506,3733,5022,6361,8590,10000,6997,7173
Laos,Houaphan,30,654,2003,1145,2446,2202,2240,1237,1211,2542,1768,1116,2310,2455,3578,3005,2656,2546,2793,3918,3087,3084,5278,4766
Laos,Khammouan,30,1740,1982,3027,2915,4751,6429,1382,5263,4056,6532,6798,6149,4671,4681,6187,6499,6634,8189,8067,11298,15217,20109,17921
Laos,Louang Namtha,30,1191,2105,1412,1527,3611,4679,3041,4967,5692,2441,3569,3891,3411,4725,6447,4707,2808,4271,4805,3543,3404,4123,4741
Laos,Louangphrabang,30,230,448,190,333,710,509,203,541,984,336,583,735,733,1354,1360,1542,1240,1514,2223,1523,1566,2989,2670
Laos,Oudômxai,30,541,1056,528,367,1232,1186,433,1435,1763,540,779,1312,2297,1853,3875,2931,2175,2752,2340,2136,2755,4431,2910
Laos,Phôngsali,30,744,1149,192,820,1173,2244,978,2511,1646,729,1510,1842,1704,2146,2858,2682,1941,2690,2979,3109,4360,4974,4144
Laos,Saravan,30,624,509,821,667,1434,1280,1743,2855,2612,2475,1339,1673,1678,1962,3254,2683,2259,3594,5581,3910,5063,4350,3241
Laos,Savannakhét,30,1341,1049,990,1364,1529,1876,1863,3943,2938,3117,2027,2065,2803,3264,6138,4672,4138,5741,6621,7505,8139,9092,11966
Laos,Vientiane [prefecture],30,26,12,12,12,32,47,28,22,112,14,25,8,8,109,9,16,17,32,49,11,12,212,18
Laos,Vientiane,30,126,314,507,698,1293,1378,573,2048,2258,884,855,1379,2991,4494,2544,1602,1686,1946,2688,2427,1575,4588,4159
Laos,Xaignabouri,30,426,1125,934,841,2671,2551,1338,2171,3193,2094,1594,1728,3938,3311,4526,3236,2559,4334,4927,3039,2442,4188,4240
Laos,Xaisômboun,30,241,419,355,456,1070,1689,1160,1713,2779,2055,2072,1818,2620,3966,3700,3095,3706,4305,4412,4216,4056,12326,7710
Laos,Xékong,30,949,636,1406,1283,1332,1469,1641,1983,1523,1997,1736,1596,1804,1829,2497,2068,2080,2932,3276,2309,2681,3431,3973
Laos,Xiangkhoang,30,452,1074,707,605,1202,1184,738,1213,1913,1185,1421,2237,1992,2154,3187,3190,3200,2918,3875,3683,4301,7024,5581
Liberia,Bomi,30,1,0,6,5,16,1,6,52,0,4,10,5,11,29,24,18,37,49,36,30,30,66,50
Liberia,Bong,30,297,131,124,117,389,177,249,489,214,188,407,845,840,1447,1190,1407,1205,1243,1527,994,916,963,1127
Liberia,Gbapolu,30,182,137,230,154,739,730,569,2174,733,550,1120,2072,2420,4343,2385,2968,2886,2971,3344,2856,2640,3580,3681
Liberia,Grand Cape Mount,30,146,49,100,50,360,187,155,963,103,228,362,792,1126,1664,1434,1027,1316,1075,1094,1433,1235,1415,1354
Liberia,Grand Bassa,30,886,398,137,256,622,1090,569,1529,267,713,1108,1107,1184,1660,1492,2135,2094,2054,2560,1672,1735,2017,1909
Liberia,Grand Gedeh,30,910,568,39,84,462,786,415,1239,541,477,576,769,1406,1434,1410,1018,3743,1262,5128,4212,8978,9777,13375
Liberia,Grand Kru,30,461,494,117,172,432,401,584,461,677,87,546,470,1117,1206,653,892,1184,656,1690,809,890,906,730
Liberia,Lofa,30,675,392,207,166,702,832,865,1467,636,588,1528,3272,3878,5350,3580,4950,4273,5274,4681,5088,4550,5314,5321
Liberia,Margibi,30,178,178,42,30,126,79,75,212,54,287,76,186,263,259,194,257,293,186,288,178,288,311,322
Liberia,Maryland,30,153,201,125,21,126,128,129,202,177,26,184,121,390,518,369,599,703,377,569,418,400,489,369
Liberia,Montserrado,30,11,11,5,2,11,11,24,33,4,18,34,56,89,71,53,46,132,76,59,42,43,49,71
Liberia,Nimba,30,896,817,323,198,599,959,993,964,81,566,1472,2339,1806,2858,2375,3082,3084,3243,3718,2371,3644,3030,4379
Liberia,Rivercess,30,882,324,76,269,342,1155,394,1626,212,1023,1441,1231,1315,1697,1791,2438,1927,2339,2308,1968,1776,1435,2094
Liberia,River Gee,30,445,345,82,38,522,402,272,556,421,130,274,288,936,1258,798,1363,2321,622,2189,1290,1669,1998,2297
Liberia,Sinoe,30,1199,766,162,600,550,693,585,1383,506,904,2122,2698,2175,2049,1999,2749,2646,1972,2622,1453,1563,1360,1463
Madagascar,Antananarivo,30,2813,247,171,763,180,792,438,627,483,1702,546,685,1209,783,1245,1402,1069,974,1367,1366,1224,2201,1289
Madagascar,Antsiranana,30,5237,3698,5065,4763,4090,6109,6383,7355,4579,8018,6651,12799,16272,10352,14819,20609,20643,11997,16322,8764,12470,13956,15808
Madagascar,Fianarantsoa,30,4789,3548,2751,3799,3939,9547,4621,2926,3749,5410,4612,7305,8571,9571,13865,20004,19799,8651,6296,5257,7410,13617,9916
Madagascar,Mahajanga,30,2954,1315,1295,2781,1722,3093,3392,4159,1368,6526,3537,4392,5497,2793,3197,7787,4637,3048,3522,3502,2793,4519,2901
Madagascar,Toamasina,30,10685,6025,10637,9117,1763,24275,7355,18319,12693,31077,15362,37729,45856,33145,40033,57932,46235,27408,28967,22756,22506,43310,24106
Madagascar,Toliary,30,563,497,360,1291,1124,2151,1424,631,950,1432,1711,2298,1290,1184,1829,1875,2399,2175,1271,2096,140,2202,1907
Malawi,Chitipa,30,1,4,5,3,1,5,1,6,4,2,14,1,14,5,5,4,8,1,115,1,4,1,4
Malawi,Mulanje,30,0,0,0,0,10,1,1,1,0,0,1,15,1,14,15,16,11,8,14,15,31,425,32
Malawi,Ntcheu,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,6,24,11,26,30,36,10
Malawi,Phalombe,30,0,4,0,1,4,2,1,2,0,0,0,1,0,0,1,1,0,9,5,9,26,45,13
Malaysia,Johor,30,2046,1089,2994,2804,1377,1303,1004,1880,1270,1673,1823,1259,3376,1947,2099,2847,2172,1193,916,913,958,816,1029
Malaysia,Kedah,30,489,246,517,1008,1305,1164,2522,1857,2618,2373,2454,1078,2491,2536,3693,4061,2122,1586,816,651,759,999,1118
Malaysia,Kelantan,30,1160,1019,922,1695,2542,6992,4187,11020,8640,7371,16497,6043,15538,10139,11020,9935,12996,15467,7160,8616,8263,11908,8096
Malaysia,Kuala Lumpur,30,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Malaysia,Labuan,30,0,4,2,3,0,0,0,0,0,0,12,0,7,4,2,0,0,0,1,0,0,3,0
Malaysia,Melaka,30,139,3,40,34,9,44,21,48,23,100,61,2,41,19,42,10,3,2,3,17,11,17,4
Malaysia,Negeri Sembilan,30,2322,734,638,674,779,1240,1592,2499,805,1695,2303,911,1589,677,894,1183,939,336,292,218,477,143,197
Malaysia,Pahang,30,8681,5461,12795,17231,12452,9325,9138,14472,14847,13775,29253,13842,29133,20985,38052,34225,25389,23609,18595,15637,11933,11925,10691
Malaysia,Perak,30,2766,2152,2893,4085,2763,4304,4138,5924,4823,6322,5628,2658,7116,5903,5695,5391,4257,3591,3063,3463,2475,2891,2640
Malaysia,Perlis,30,0,4,0,0,0,1,1,0,0,0,0,1,7,0,8,2,1,1,1,0,0,0,0
Malaysia,Pulau Pinang,30,2,0,3,10,21,9,6,7,6,9,21,4,21,25,27,37,10,10,9,5,5,7,5
Malaysia,Sabah,30,9150,7147,20914,18319,23785,17768,23901,25794,24720,14789,21305,10217,27899,21426,20949,17714,15216,10899,7602,9414,9617,9900,8922
Malaysia,Sarawak,30,32820,40376,66671,64704,66064,97006,89454,168529,76615,109092,158432,66052,135507,86536,96701,81343,76469,58948,32632,30945,33759,36616,31189
Malaysia,Selangor,30,492,330,697,1281,277,568,808,1119,329,188,563,290,2677,271,480,369,223,317,167,398,174,142,157
Malaysia,Trengganu,30,1752,1843,4338,2647,1712,2358,2484,2693,4950,3800,5958,3678,5033,3889,5564,5299,4765,4219,1712,1952,3491,3905,4798
Martinique,Fort-de-France,30,1,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
Martinique,Le Marin,30,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,Le Trinité,30,0,2,4,2,1,2,5,8,2,6,8,1,0,0,1,0,0,0,1,1,1,1,0
Martinique,Saint-Pierre,30,0,1,7,3,2,1,10,7,3,3,8,0,0,0,0,5,1,0,0,1,0,1,0
México,Campeche,30,4392,6692,5292,5925,5362,7438,6976,16381,5863,5088,8260,11611,6947,12028,18548,19757,11621,16584,32110,11660,10471,24457,32468
México,Chiapas,30,3074,4964,4539,6052,4635,8556,7000,11301,9312,6960,8633,8848,7093,7915,16798,12617,13115,20566,11434,8063,7882,9811,19960
México,Coahuila,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
México,Colima,30,0,0,1,1,1,0,1,6,6,4,2,3,4,2,6,3,7,4,8,8,22,8,2
México,Distrito Federal,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,10,9,0,1,0,1,0
México,Guanajuato,30,0,1,1,0,0,1,0,0,0,2,5,1,2,2,0,2,14,8,18,48,33,5,24
México,Guerrero,30,125,49,187,186,240,304,349,260,306,409,455,907,997,693,1258,2111,2111,1237,1056,1029,936,937,2345
México,Hidalgo,30,106,196,312,246,312,366,324,366,771,303,1093,203,245,134,151,183,287,287,411,240,166,151,489
México,Jalisco,30,18,22,39,92,105,79,72,68,91,73,56,200,124,131,138,393,910,1387,594,532,655,771,491
México,México,30,33,58,63,62,66,15,20,99,42,41,61,69,42,19,46,87,196,117,82,99,163,105,320
México,Michoacán,30,320,179,486,469,555,866,539,718,621,797,714,733,594,639,996,929,1731,886,694,1531,1054,803,1494
México,Morelos,30,2,2,2,1,0,1,3,6,1,5,3,1,4,1,2,17,13,4,2,3,12,2,10
México,Nayarit,30,91,70,53,76,50,108,93,56,70,49,170,254,158,163,190,387,614,390,329,262,3110,227,252
México,Nuevo León,30,205,33,109,56,67,36,444,74,148,141,39,141,163,29,13,8,58,37,24,402,738,126,457
México,Oaxaca,30,1796,2121,3079,4144,2510,5089,4099,3784,2806,3543,3351,2989,3356,2711,5569,8505,8153,10493,4982,5002,5835,3800,10591
México,Puebla,30,55,134,99,113,94,94,77,150,207,63,100,76,79,72,214,171,204,244,206,202,174,135,490
México,Querétaro,30,9,20,43,64,65,118,167,129,184,253,253,44,16,7,13,78,26,37,37,40,28,19,50
México,Quintana Roo,30,2526,2103,2166,2957,3471,3523,7530,10832,5325,9557,3186,7369,2681,5983,3753,7535,3284,7377,12337,2881,4120,5168,14994
México,San Luis Potosí,30,170,227,289,310,444,439,514,468,896,646,655,778,226,157,543,541,425,558,931,661,458,237,1286
México,Sonora,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
México,Tabasco,30,77,120,160,418,183,251,213,260,188,123,156,139,116,168,363,417,393,1590,312,192,140,349,1628
México,Tamaulipas,30,389,165,295,240,276,108,203,324,303,401,359,836,295,226,343,647,516,678,532,1038,1599,891,2008
México,Tlaxcala,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,4,5,6,3,2
México,Veracruz,30,755,648,749,1519,753,1517,855,987,725,1089,510,876,547,699,1012,1131,1552,2725,889,1056,703,790,2461
México,Yucatán,30,184,116,143,105,212,76,69,384,84,39,153,472,85,854,111,133,86,482,1281,149,89,222,1259
Mozambique,Cabo Delgado,30,4,2,2,6,4,2,22,7,3,9,5,6,14,8,14,18,6,11,11,9,17,4,25
Mozambique,Inhambane,30,1,11,31,1,54,50,40,61,52,34,32,30,63,18,65,40,39,28,53,26,41,28,23
Mozambique,Manica,30,0,0,5,10,23,19,5,50,15,2,37,38,31,38,20,32,0,6,2,5,10,5,26
Mozambique,Maputo City,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Maputo,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0
Mozambique,Nampula,30,48,30,53,25,31,21,139,81,78,23,61,232,104,113,111,191,186,117,66,88,128,160,217
Mozambique,Nassa,30,2,3,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Mozambique,Sofala,30,32,6,16,103,54,32,38,78,29,27,86,454,242,166,397,2432,244,529,83,58,157,43,20
Mozambique,Zambezia,30,52,36,74,129,109,52,79,162,477,29,172,183,185,214,312,564,59,106,86,87,161,160,92
Myanmar,Ayeyarwady,30,400,259,439,836,786,380,779,569,837,566,1385,587,909,464,1302,1163,1117,1975,1671,910,708,908,813
Myanmar,Bago,30,494,377,1457,283,322,758,456,945,710,658,1334,887,2207,1114,1655,1631,1674,1065,1695,1653,1113,1147,1374
Myanmar,Chin,30,275,204,297,334,247,231,603,714,574,440,376,481,711,2265,2694,926,688,781,1119,1360,1991,2159,2987
Myanmar,Kachin,30,3021,4088,5912,6097,6398,9348,7658,17617,10591,7953,10145,9046,10020,8985,10467,10960,11841,11549,10302,13338,10528,14577,11759
Myanmar,Kayah,30,39,87,38,10,116,106,73,130,67,25,196,132,176,149,228,234,125,147,105,94,236,204,261
Myanmar,Kayin,30,838,620,1216,578,1137,1262,663,1283,1544,731,1452,1311,2240,1779,3173,3209,2871,2935,4583,2803,2634,3456,3737
Myanmar,Magway,30,25,111,51,120,44,183,119,116,181,115,160,362,264,379,717,482,322,410,392,462,321,600,651
Myanmar,Mandalay,30,42,55,96,126,127,171,112,148,183,128,135,198,268,252,750,787,606,312,293,607,530,582,2853
Myanmar,Mon,30,98,79,306,305,756,625,333,585,785,690,570,546,422,248,602,622,580,672,754,388,398,413,229
Myanmar,Rakhine,30,1254,1176,1756,1994,1862,2803,3995,4810,9946,1771,1847,1292,1315,858,1440,1137,941,702,1057,1002,641,1562,1606
Myanmar,Sagaing,30,1566,1920,1628,1861,1737,2928,2519,3525,2107,2219,4457,3446,4783,4403,6020,4559,4006,4764,4022,4967,4230,5849,4885
Myanmar,Shan,30,645,1015,957,865,1209,1383,1135,2112,1931,1216,3005,2722,3809,4241,4814,3446,2674,2979,2871,3413,3188,3478,4141
Myanmar,Tanintharyi,30,4221,3749,9000,9965,8308,11088,5664,9059,10593,8661,8894,10281,14880,16236,20926,10494,8437,9979,15549,13558,11253,13376,9250
Myanmar,Yangon,30,14,23,124,39,8,19,9,25,10,69,86,87,147,50,30,33,24,32,24,4,20,13,2
Nepal,Central,30,41,45,30,30,90,27,37,130,16,20,35,9,14,77,123,180,30,60,44,68,62,68,86
Nepal,East,30,15,3,35,38,25,47,28,109,30,18,37,15,15,13,37,43,31,48,55,64,102,90,102
Nepal,Far-Western,30,56,160,32,27,50,87,24,33,23,6,45,1,4,1,5,21,13,16,22,20,53,19,28
Nepal,Mid-Western,30,47,34,65,55,41,77,34,177,45,30,39,13,20,1,10,156,64,44,21,68,74,25,55
Nepal,West,30,8,39,10,81,41,28,46,26,23,28,51,11,4,3,7,8,10,23,27,26,17,10,14
Nicaragua,Atlántico Norte,30,3343,2876,2066,6572,6478,33527,4330,8384,17356,9354,3015,9430,14579,7403,24658,21301,20321,21768,39780,42121,12037,37104,39521
