country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Brunei,25,577739,530674,529947,7532,1245,1090,800,1197,1279,1014,1566,1301,2170,967,2622,1839,891,2237,1778,2595,950,815,1184,1176,959,926,923,1057
Brunei,30,577739,529333,528761,7532,1244,1089,799,1196,1278,1013,1564,1301,2170,966,2621,1837,888,2225,1760,2572,944,806,1168,1166,952,920,916,1042
Brunei,50,577739,523730,522176,7532,1228,1081,791,1190,1270,1003,1545,1292,2160,961,2608,1823,876,2166,1688,2475,919,783,1119,1121,936,901,891,988
Brunei,75,577739,507839,507965,7532,1144,1024,749,1142,1201,957,1457,1238,2086,925,2553,1764,831,1977,1377,2081,840,710,939,965,875,841,821,797
Bulgaria,0,11158730,11158730,11158730,106352,8330,4726,5306,8378,6698,5395,9814,6664,6254,3631,3455,10276,4009,7276,7852,8323,9100,10713,4799,5555,7714,4869,7720,7144
Bulgaria,10,11158730,4461220,4253795,106352,8269,4675,5236,8231,6600,5225,9636,6517,6143,3585,3366,10076,3780,6808,7404,7567,8056,10050,4236,4952,6856,4232,5931,5703
Bulgaria,15,11158730,4376914,4122708,106352,8240,4662,5220,8203,6586,5207,9608,6483,6126,3578,3348,10051,3759,6782,7374,7522,7985,9984,4205,4921,6811,4200,5863,5621
Bulgaria,20,11158730,4323228,4089347,106352,8232,4655,5213,8190,6581,5196,9591,6469,6116,3575,3340,10033,3747,6759,7356,7489,7919,9933,4186,4890,6779,4175,5809,5566
Bulgaria,25,11158730,4247844,4023580,106352,8215,4645,5206,8180,6573,5184,9572,6456,6107,3571,3335,10014,3728,6736,7331,7455,7824,9853,4161,4855,6742,4142,5751,5493
Bulgaria,30,11158730,4138949,3957413,106352,8202,4638,5198,8171,6566,5171,9558,6448,6100,3569,3330,9977,3692,6689,7292,7396,7688,9753,4125,4796,6684,4093,5653,5367
Bulgaria,50,11158730,3858692,3539261,106352,7850,4458,5069,7980,6461,5036,9306,6263,6006,3528,3260,9768,3566,6486,7063,7103,7211,9342,3949,4550,6436,3850,5321,4978
Bulgaria,75,11158730,3198281,2454201,106352,6580,3863,4516,7257,5973,4548,8322,5532,5561,3343,3020,9067,2990,5532,5986,6010,5817,7845,3280,3671,5446,2947,4138,3820
Burkina Faso,0,27294665,27294665,27294665,142622,16251,12800,992,17476,26359,12009,14545,31562,9288,43545,10199,4830,7587,7754,2991,2508,5632,3988,3838,4310,4336,4156,5362,7887
Burkina Faso,10,27294665,3207457,2751233,142622,15528,12038,937,16520,25065,11279,13922,29742,8759,42403,9233,4440,5221,6001,2488,2270,4998,3608,3408,3856,3821,3427,3697,5551
Burkina Faso,15,27294665,314339,480655,142622,1758,585,182,997,1585,763,1246,1770,859,6262,1278,468,1327,1725,805,927,2040,1346,1281,1641,1549,1103,1103,1425
Burkina Faso,20,27294665,3720,14113,142622,358,45,6,51,120,30,46,58,55,203,135,19,27,31,24,34,62,56,40,69,48,51,28,17
Burkina Faso,25,27294665,1112,10516,142622,187,26,3,26,63,17,21,27,27,74,64,7,8,9,7,8,15,14,8,16,11,18,9,3
Burkina Faso,30,27294665,130,2268,142622,58,4,2,8,17,5,3,6,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,50,27294665,5,72,142622,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,75,27294665,0,0,142622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,2693527,2693527,2693527,16374,1718,1452,1733,883,1574,559,2855,3353,1489,2506,1247,1332,2786,3705,2800,3286,4410,6474,4799,4757,5858,3921,4723,5339
Burundi,10,2693527,2278691,2288267,16374,1716,1446,1726,877,1566,557,2842,3332,1481,2499,1243,1319,2722,3637,2720,3192,4230,6309,4721,4611,5649,3801,4511,5139
Burundi,15,2693527,1979295,1768263,16374,1700,1411,1686,861,1507,542,2771,3205,1426,2454,1223,1291,2634,3516,2601,3024,3921,5958,4503,4276,5173,3527,4156,4728
Burundi,20,2693527,921305,909939,16374,1574,1192,1495,738,1225,430,2289,2517,1123,2187,1102,1059,1965,2701,1912,2148,2514,4099,3199,2666,3227,2239,2700,3046
Burundi,25,2693527,835860,855991,16374,1548,1147,1458,713,1171,412,2199,2405,1073,2127,1072,1025,1860,2592,1831,2053,2380,3899,3068,2536,3072,2130,2564,2884
Burundi,30,2693527,537671,553128,16374,1417,987,1326,613,985,343,1861,1999,883,1905,960,871,1406,2048,1458,1576,1775,2874,2387,1857,2272,1611,1952,2143
Burundi,50,2693527,140708,142431,16374,887,494,825,303,478,167,964,943,414,1163,560,381,375,805,501,554,569,806,748,555,770,514,664,687
Burundi,75,2693527,21997,6708,16374,144,54,152,45,72,24,136,103,70,157,92,42,31,45,27,42,38,71,57,38,39,37,35,48
Cambodia,0,18169723,18169723,18169723,147442,30361,61692,61427,83001,67002,83843,81747,86993,128775,247491,202695,220574,239225,205966,173660,218009,153664,150802,197383,191937,186727,139391,184227,143966
Cambodia,10,18169723,10217702,8810268,147442,29452,57996,58792,80958,65742,81925,79428,84776,123852,242332,196734,206730,208649,179601,149284,196652,131623,129338,165927,163237,161242,117218,144849,110504
Cambodia,15,18169723,9670437,8261502,147442,29204,57036,58171,80473,65456,81482,78916,84388,122889,241008,195247,202901,201639,173269,143238,192170,127164,123870,158021,156304,155506,112630,135944,104200
Cambodia,20,18169723,9462604,8141321,147442,29014,56414,57745,80132,65232,81199,78521,84094,122366,240257,194514,201344,199127,170892,140878,190019,125029,121562,154707,153499,153032,110637,132651,101777
Cambodia,25,18169723,9179252,7939369,147442,28749,55665,57290,79742,64981,80884,78110,83801,121695,239149,193522,198558,194750,166955,137222,187161,122355,118142,149864,149228,149391,107870,127712,98340
Cambodia,30,18169723,8828152,7659367,147442,28491,54916,56854,79295,64685,80560,77701,83511,121050,237974,192185,195569,190115,161842,132858,182885,118469,113206,143345,143529,144262,103880,120846,93477
Cambodia,50,18169723,7499388,6487273,147442,25714,46945,51072,73536,60809,76458,72947,80262,114054,223742,184207,181191,173403,140697,116059,161493,100600,92127,118682,120819,121992,86598,94641,74376
Cambodia,75,18169723,5857281,5128591,147442,17894,23817,28899,49166,44173,61227,56942,67930,89782,171041,163729,155415,150935,115024,93786,127625,76123,66845,88133,90806,92456,64912,69141,54124
Cameroon,0,46604030,46604030,46604030,351063,42123,32850,26490,25090,27484,45837,57901,45048,40817,72091,31940,57641,99165,195671,83897,120636,195659,128116,129000,211148,176019,157552,216351,193716
Cameroon,10,46604030,41716432,41615610,351063,42079,32782,26471,25053,27442,45697,57822,45004,40731,71934,31833,57397,98441,195289,83742,120535,195468,128022,128841,211006,175875,157423,214681,192476
Cameroon,15,46604030,39994154,39673184,351063,41655,31937,26325,24767,27073,44021,56085,43992,39741,69891,30814,56485,96079,194235,83263,120400,195105,127739,128526,210746,175566,157017,214215,191560
Cameroon,20,46604030,35158669,34272282,351063,40328,30105,25859,23823,25922,38306,49999,39066,37447,61503,28727,53306,88769,188165,81429,118946,192300,125026,126031,207593,172739,153072,209850,186001
Cameroon,25,46604030,34255055,33264644,351063,40104,29806,25747,23640,25747,37689,48945,38139,37090,60587,28468,52798,87598,186670,80923,118462,191332,124156,125213,206601,171906,151895,208621,184515
Cameroon,30,46604030,31459321,30543462,351063,39203,28768,25346,23004,25158,35986,45916,35141,36072,57993,27652,51267,84613,181851,78969,116618,187281,120814,121800,202796,168797,147809,204199,179152
Cameroon,50,46604030,25260665,24763252,351063,34078,24964,22753,19882,22356,30865,38307,28689,32964,51758,24546,45406,74194,161614,71595,106406,166375,107421,107325,186639,153452,131397,184187,157796
Cameroon,75,46604030,17481724,15945257,351063,19010,13007,12958,11101,12460,15768,21871,17371,21728,24032,13315,24036,37674,83360,37330,55877,74805,56269,49223,103870,78225,71668,90634,91908
Canada,0,983422553,983422553,983422553,16965174,1436269,2425233,1657862,2798242,3021529,2513417,2210075,2040530,1615788,2188791,2251205,2703612,3142774,2922057,2898415,2214500,2860726,2275740,2276552,1268204,2685436,2503769,10176019,5982015
Canada,10,983422553,469567950,472061716,16965174,1418958,2405314,1647684,2782006,3001910,2494425,2191578,2022398,1602830,2176231,2236253,2663523,3032146,2834960,2840508,2166047,2732620,2211237,2222945,1225486,2613068,2417807,9480894,5631969
Canada,15,983422553,448824044,448801195,16965174,1406848,2391485,1641373,2771779,2988323,2482801,2180271,2011173,1593987,2165620,2223811,2639263,2964106,2779873,2813075,2145188,2675680,2190523,2208001,1214101,2588387,2379098,9154542,5470327
Canada,20,983422553,437098635,435685853,16965174,1389078,2369140,1631122,2753040,2969468,2464089,2163187,1994048,1582565,2151209,2208411,2612599,2914469,2737031,2785534,2121949,2633059,2172780,2196418,1207358,2566411,2350229,8946575,5362581
Canada,25,983422553,431009785,431163912,16965174,1374751,2350253,1623181,2738278,2956108,2449098,2150720,1980920,1573206,2138543,2196376,2593904,2886682,2714078,2768850,2110246,2611769,2163589,2189877,1203802,2553618,2335700,8837165,5305105
Canada,30,983422553,418066874,421403090,16965174,1358154,2316888,1607282,2706458,2920790,2406190,2117900,1949008,1550371,2104878,2160700,2545493,2807336,2643609,2733434,2084425,2559736,2142937,2175716,1195272,2524985,2299845,8570165,5165897
Canada,50,983422553,324180878,312998371,16965174,1190286,2025867,1409330,2311651,2513875,2021291,1794699,1572220,1289934,1636329,1709385,2060338,2099933,1688961,2175580,1783739,1848974,1850380,1946117,1089479,2080577,1813746,6156650,3655982
Canada,75,983422553,216719218,208867526,16965174,902557,1456271,1088911,1741550,1897010,1603398,1498511,1234937,1062382,1326933,1363338,1639457,1391791,1169252,1508988,1421209,1383581,1487061,1530069,929201,1544010,1400760,3622337,2309204
Central African Republic,0,62019967,62019967,62019967,482450,33034,37306,14385,16167,31295,64687,41692,36159,51777,51207,51619,61286,54910,70710,34302,55630,76703,53456,64441,65939,77878,65150,76565,89696
Central African Republic,10,62019967,59985703,59739907,482450,33013,37269,14378,16151,31279,64660,41622,36135,51726,51181,51546,61204,54317,69849,34160,55561,76541,53235,64254,65827,77761,64963,70116,83658
Central African Republic,15,62019967,57547610,57371326,482450,32721,36816,14300,15637,30766,64236,40437,35806,50815,50844,50956,60676,53533,68784,33805,55277,75585,52421,63258,65045,76989,63964,67913,81166
Central African Republic,20,62019967,52858607,52794561,482450,32151,35867,14051,15036,30132,61550,39156,34121,49641,49837,50309,59232,49615,64026,31163,53552,70303,47277,56691,60505,72539,58000,60987,71709
Central African Republic,25,62019967,51727144,51994559,482450,31966,35558,13971,14918,29949,60758,38735,33630,49328,49473,50098,58844,48606,62868,30435,53120,69080,45978,55085,59453,71460,56547,59645,69462
Central African Republic,30,62019967,47073506,47240769,482450,31282,34418,13727,14588,29317,57883,37308,31860,48253,48554,49140,57315,44183,57852,27315,51153,63909,40913,49026,55137,67181,51029,54535,60752
Central African Republic,50,62019967,30767845,30744245,482450,27143,28555,12308,12967,24406,39351,30491,22509,42231,42415,41872,47159,28557,39743,17526,44214,49106,27505,34701,43069,55472,37631,42066,39478
Central African Republic,75,62019967,6873950,7416627,482450,14452,15612,7450,7781,10594,12059,17432,9928,20763,21340,19009,19689,9473,11570,7080,25307,20036,10777,15799,19951,25116,17355,18013,15440
Chad,0,126995095,126995095,126995095,256622,25042,33905,6935,16425,11503,67371,19290,70588,28188,5313,15203,46522,58718,71802,45501,44013,88390,76234,76267,51719,56672,77051,118480,122081
Chad,10,126995095,12841240,12624350,256622,24495,33063,6615,15705,11121,66426,18399,69242,27712,5158,14705,45063,53473,65100,43141,42623,84282,73212,72464,48851,54508,73731,105106,104755
Chad,15,126995095,4827683,4615259,256622,14277,22683,3780,10490,7450,47035,11488,50389,19432,3572,10438,32067,38237,46371,31925,33576,63855,56070,53894,34896,41226,52802,76106,78624
Chad,20,126995095,1200859,1344150,256622,2834,7188,828,2465,1996,11954,3271,12767,4691,1072,3187,8795,11413,12732,9894,11907,21602,20656,18451,10867,14527,16354,28149,32622
Chad,25,126995095,962424,1130852,256622,2039,5034,600,1571,1406,7925,2605,8526,3209,744,2370,6723,8757,9483,7562,9162,17081,16671,14213,8575,11868,13145,23788,27757
Chad,30,126995095,409750,622314,256622,883,1959,193,457,473,2982,1001,3403,1065,254,920,2491,2895,3001,2591,3166,6765,6931,5059,3434,5096,5445,11067,13093
Chad,50,126995095,7269,33770,256622,85,189,33,20,50,215,49,154,52,15,75,129,13,19,26,16,77,55,34,32,39,38,81,68
Chad,75,126995095,53,67,256622,9,18,0,1,1,7,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,75231752,75231752,75231752,730022,73191,78868,83778,86559,109336,93097,122584,124445,89247,92189,101006,180958,124871,150526,138267,156940,332116,119975,128013,118117,131816,128506,169819,87440
Chile,10,75231752,20561178,21689536,730022,72821,78307,83110,85946,107253,92126,121889,123319,88696,91682,99665,175737,105133,123548,110005,118876,228625,81458,84125,75241,77452,73256,114044,51669
Chile,15,75231752,20260941,21498050,730022,72797,78270,83052,85880,107144,92070,121830,123256,88662,91636,99585,175519,104318,122319,108858,117363,224423,80147,82525,73854,75627,71676,112236,50560
Chile,20,75231752,19872627,21218073,730022,72757,78214,82975,85810,107042,92009,121742,123179,88616,91585,99490,175237,103471,121068,107733,115924,220754,78815,80976,72578,74104,70223,110330,49436
Chile,25,75231752,19512223,21011338,730022,72740,78185,82940,85777,106998,91977,121701,123138,88589,91543,99391,174981,102951,120237,107019,114950,217490,77981,79956,71589,72911,69013,108639,48495
Chile,30,75231752,19214323,20705332,730022,72712,78143,82880,85727,106916,91928,121642,123084,88558,91496,99323,174788,102243,119330,106108,113779,214810,76894,78734,70568,71609,67887,107338,47655
Chile,50,75231752,17747652,18831091,730022,72363,77599,82137,84958,105556,91063,120421,121992,87802,90648,97320,171416,96125,110297,97722,103124,188406,67675,68242,61591,60902,58714,95569,40840
Chile,75,75231752,14174616,16603954,730022,71403,76236,80540,82929,102368,88049,115603,117466,85020,87778,90345,159388,86870,97330,86162,89548,152009,56427,54285,48861,46055,44886,76142,29759
China,0,935030049,935030049,935030049,6691014,239841,259319,273011,523240,398426,601969,680602,761682,628338,656708,638555,692949,646748,762271,706640,1097928,1053261,950230,904155,782306,988047,1070080,1183160,1319586
China,10,935030049,189163208,183336678,6691014,234177,253568,267146,511403,389766,587951,664410,747466,611132,639454,611685,627663,485133,583313,541380,807723,742979,660420,580912,496137,627408,712987,710607,787344
China,15,935030049,179585225,170905907,6691014,232735,252046,265235,507998,387678,583504,660595,744352,607333,635412,607309,620253,471597,568143,526400,780923,712650,632477,554191,472678,598606,681042,676129,751423
China,20,935030049,175688622,168059312,6691014,231968,251259,264396,506501,386532,581392,658414,742514,605085,633191,604870,616354,463987,558636,517313,764934,695574,616715,539556,459888,582975,664025,658433,732726
China,25,935030049,170302767,161880342,6691014,231009,250104,262942,503775,384827,577940,655217,739902,601896,630058,601433,610982,454298,547342,506337,745981,674782,597701,522221,444612,564374,643178,635662,709259
China,30,935030049,162873593,154567475,6691014,230308,249185,261776,501581,383608,575282,653051,738091,599711,627855,598619,605034,441337,531702,490494,718774,644432,569768,497027,422362,536773,612009,602763,675197
China,50,935030049,131480613,110239105,6691014,216694,231163,240832,461669,359092,525851,614047,702119,561734,589952,562991,555394,377449,449558,411657,589311,511115,445969,384672,325689,418139,479132,464062,530064
China,75,935030049,61953897,38738750,6691014,154134,153464,131429,275548,235747,332134,432378,512148,385091,418680,401473,381917,201738,227825,206596,287467,232121,192901,159315,136860,173271,202769,188340,223025
Colombia,0,113724053,113724053,113724053,1085394,233438,184414,124863,257349,191418,192887,273122,235085,241896,199425,192392,236279,150682,221898,152606,313447,457176,377367,293236,350616,289867,292410,232216,247496
Colombia,10,113724053,84555716,84388337,1085394,231572,183207,123479,255465,189852,191150,270786,233080,239375,198027,190726,229644,140881,205813,143414,296229,432947,358253,273952,330234,270335,271299,203314,219612
Colombia,15,113724053,83695032,83709788,1085394,231279,183015,123278,255177,189631,190914,270466,232808,239051,197835,190545,229206,140351,204793,142781,294762,430583,356565,272450,328585,268924,269781,201377,217749
Colombia,20,113724053,82977561,83298230,1085394,230838,182749,122992,254716,189315,190573,269984,232444,238587,197545,190298,228662,139856,203863,142140,293386,428436,355036,271047,327052,267592,268360,199648,216027
Colombia,25,113724053,82523199,82635961,1085394,230447,182544,122725,254367,189058,190294,269603,232154,238230,197328,190109,228219,139437,203124,141663,292439,426958,353956,270059,325946,266646,267362,198488,214888
Colombia,30,113724053,81854356,81791869,1085394,229961,182235,122398,253866,188690,189898,269028,231748,237719,196989,189801,227584,138865,202028,140922,290868,424643,352219,268476,324203,265161,265730,196634,213030
Colombia,50,113724053,78367971,76926678,1085394,223677,178719,118322,248276,184415,185136,262619,226950,231644,193495,186543,221879,135422,195802,136959,282893,412260,343421,260289,315479,257885,257838,187483,204047
Colombia,75,113724053,72242366,71515343,1085394,202278,166301,103952,227771,169373,169133,241353,209600,211704,182330,175942,204834,127133,181043,126226,260869,378961,321116,240108,294152,240679,239593,167099,185006
Costa Rica,0,5117777,5117777,5117777,57761,15750,13594,8390,10052,17095,10227,11677,22407,22784,13382,10747,10725,8765,12685,3604,15167,23469,13888,13284,9199,8909,9653,10426,9601
Costa Rica,10,5117777,4105514,4026902,57761,15601,13420,8336,9882,16769,10133,11554,22116,22585,13274,10589,10487,7989,11319,3373,14165,22427,12727,11905,8492,8106,8840,9364,8576
Costa Rica,15,5117777,4046963,3972137,57761,15577,13398,8325,9863,16726,10118,11537,22077,22556,13256,10573,10467,7932,11209,3355,14064,22313,12595,11767,8417,8026,8750,9270,8487
Costa Rica,20,5117777,3994179,3953097,57761,15543,13366,8309,9834,16666,10099,11515,22017,22514,13234,10552,10439,7867,11084,3334,13967,22202,12494,11649,8350,7957,8679,9183,8409
Costa Rica,25,5117777,3960124,3918977,57761,15520,13340,8297,9806,16614,10081,11494,21970,22483,13213,10534,10421,7835,11012,3319,13920,22135,12426,11584,8308,7912,8634,9129,8367
Costa Rica,30,5117777,3913126,3869858,57761,15483,13300,8278,9767,16534,10058,11464,21891,22428,13178,10505,10388,7790,10909,3301,13843,22051,12334,11490,8248,7852,8562,9051,8300
Costa Rica,50,5117777,3684625,3545185,57761,14852,12697,8074,9167,15524,9732,11086,20934,21755,12833,10166,10088,7499,10378,3170,13431,21571,11860,10956,7910,7505,8193,8623,7936
Costa Rica,75,5117777,3118327,3100871,57761,12767,10765,7329,7647,12764,8606,9788,17951,19449,11596,9096,9004,6428,8802,2638,11940,19839,10239,9415,6862,6361,7006,7359,6783
Croatia,0,5707837,5707837,5707837,59572,3696,2626,2187,7851,3011,2587,3891,4504,3443,3774,3395,5552,3373,4809,3519,6175,7275,9248,6410,6535,5667,8832,11923,9799
Croatia,10,5707837,2691389,2546029,59572,3548,2496,1912,7176,2821,2303,3421,4095,3053,3574,3078,5183,3130,4650,2883,5623,6394,8664,6142,6215,5407,8147,10942,7997
Croatia,15,5707837,2613396,2455038,59572,3477,2428,1815,6907,2780,2251,3326,3995,2972,3543,2984,5115,3095,4628,2842,5562,6251,8559,6100,6172,5374,8062,10811,7839
